Centroid_1,Centroid_2,MajorAxisLength,MinorAxisLength
46.0579476861167,1138.33682092555,74.1733437303527,43.5022487117947
1726.28842338073,1794.99065086888,3803.73558051646,224.247329688687
111.034667767231,1627.22203879488,71.9515672016575,43.9494162521911
98.9151128557409,1287.44847890088,53.3665494611392,48.8825893714554
143.515196078431,1400.00220588235,86.1936657625431,61.4327080763354
136.71846044191,1482.95153243051,48.6285370548236,37.5054912038766
148.32170880558,2154.56538796861,65.1094161259481,46.5323528554769
157.90625,1040.51090116279,43.4061267674151,40.6196449414088
184.948304157549,2273.81947483589,86.5188498288424,54.6359371822356
199.126019273536,2379.98146775389,45.908914343396,37.6773435879637
201.829614604462,958.087221095335,46.1975188734842,27.7746568563279
225.838240775252,1486.21058516586,75.842256656082,46.2323581780172
232.042823156225,1237.89373513085,85.7754355885122,57.350196558076
232.884690553746,1589.27361563518,73.609090955445,54.1776558476976
227.749240121581,2655.3085106383,37.3350436053858,23.6145855296126
262.18878248974,1708.3602371181,70.9778063722446,40.5640647040933
289.237697130914,2498.49553486605,120.088285981927,65.6667847971501
275.689111747851,945.877148997135,71.640995851131,51.0685202064265
316.9562946674,1066.66135239142,86.7713145106912,54.1840751400886
304.551417454141,1341.12451361868,61.3801548549092,38.7059176651434
305.627952755906,1524.51732283465,68.735565562814,48.0946725964992
378.773543097718,981.047640150676,148.969559129283,45.7283710232422
346.284450651769,2132.24767225326,62.8089376852623,44.9783066127897
350.183628318584,1243.28097345133,49.7838032389794,36.5355981755401
375.101674350886,872.424168891046,88.6843634760886,60.0261133358088
376.296365083577,1773.77368002123,86.0306984210422,56.3940125675654
364.825892857143,2231.39345238095,86.4941125205636,50.3128492592489
370.69802955665,1641.80344827586,53.4074077921448,48.9567008383107
372.921224284997,2627.09031610637,50.9243153904708,50.3808569409881
378.018960244648,1414.83547400612,47.0656896208149,45.1565579903185
398.339716902581,1344.35179017485,68.0788610414303,45.9893787921384
397.158828748891,1481.28660159716,59.4234698955417,48.7809203647004
420.882684882685,2362.17433917434,84.518941787847,51.1668148071791
410.225025746653,1195.21678681771,64.055805878703,39.4162016421177
440.685724824788,759.987827369974,78.4682612467369,44.6505390428438
444.174418604651,1041.16139534884,59.29568435111,46.840519439833
457.633087633088,1515.28665028665,85.0020400443525,56.0220521797877
465.797612114153,2219.8849737915,84.2461162454205,53.0647245763252
501.038390550018,2961.86009597637,132.023425414102,68.5945092805181
468.650527622595,1613.26536312849,80.7151533758592,51.6595057091587
479.646527117031,2605.69219790676,55.4935177358547,48.7996532707337
479.201803833145,1433.93686583991,61.2292443951248,37.4082226259537
479.806184428493,987.190502484815,67.6875750214634,36.4710996022047
505.837785520712,1157.4235385211,73.1220823530443,45.7437100548447
501.232630272953,2499.44665012407,53.8246709600474,38.6969520572852
514.234163508392,1296.45425013535,88.6549752781999,54.0098278321625
512.691958322201,2683.03393000267,84.2229073119914,57.1946589330767
519.256306113724,720.106241983754,124.46470771566,52.2057599878331
519.566126502875,2798.76476738108,52.5305059215042,47.052473828577
532.383137673426,2285.32870864461,52.4813510103663,45.7362193863609
541.268574573473,1225.08420473308,50.0869907101075,47.0950175261908
554.726551563229,1721.58049463369,64.3949262859461,43.7853572996803
558.007047477745,1033.35830860534,71.9815742760648,48.7575664296014
582.687977482911,923.899075190993,87.6566970760993,45.3480988116272
593.151573849879,2876.99176755448,75.0213694958415,37.9122230845301
578.81598062954,2415.17602905569,92.5820040254814,57.7158033492231
577.679195341451,1505.57014293277,55.373779058635,44.9916270316398
604.988342625443,831.227572225038,84.4443128062119,60.3831278775919
590.736057426836,2633.06681391496,55.1678951719331,42.5845111073161
594.269645608629,2156.46687211094,65.1868630004871,39.2082459248295
608.930009149131,1290.99908508692,70.0573156533042,40.3916207846069
608.622966062297,1393.44630404463,65.3484528130295,42.6517273812149
621.524543174489,2780.11357936224,74.0690791258906,49.1736515905665
623.649283667622,609.56217765043,58.5343980449616,38.6440073606091
638.937543696108,3106.35609415055,91.7778954610872,60.413742229433
621.747691015953,1094.08228379513,68.3024743631579,45.509000452244
632.111185983827,1602.43598382749,50.525453405475,37.6776964890679
660.198579461379,1536.65196803788,84.7676769738751,51.9824397409406
682.340765207817,754.047343793009,89.7891848173862,52.7205128743117
682.537294789436,2435.63079942898,131.245910358353,69.9347062082196
726.137925623725,1261.49348815315,181.561329142652,51.3179823692793
674.75,363.912979351032,47.9009501622786,37.9412711166253
682.99205252246,969.796129923981,70.9294191426442,52.7894938095413
688.157719714964,2647.57244655582,72.7154075936264,37.7058943138074
698.491329479769,1732.39217429969,70.2232689507477,41.2927692616671
706.446735395189,1376.10843833524,73.4735548062398,46.0917913231286
698.838121934128,846.323055360897,50.5399601254778,37.6594839344181
702.097514340344,1064.47482472913,56.0074241857189,36.140832193619
715.694783573807,2911.24195338513,73.5543090213608,47.5214554019721
726.878339694656,535.170324427481,68.5337541769333,39.9456518826604
720.782939832445,2300.58720487433,42.9519426644967,39.0790622192356
