No,Centroid_1,Centroid_2,MajorAxisLength,MinorAxisLength,MajorAxisLength_inches,MinorAxisLength_inches
398,2066.971917,2753.134921,65.9612551,32.95504264,0.358485082,0.179103493
399,2090.351306,687.6523778,73.43152451,52.53045333,0.399084372,0.285491594
400,2082.619733,1994.153649,66.69520607,40.16077925,0.362473946,0.218265105
402,2091.331399,1537.024573,72.1651105,52.33052316,0.392201687,0.284405017
403,2098.101054,624.1743295,76.72323402,35.79356429,0.416974098,0.194530241
404,2101.063087,2917.580292,65.87796105,37.32605441,0.358032397,0.202858991
405,2109.228037,1088.66729,71.32834033,48.70187175,0.387654024,0.264684086
406,2101.610727,2843.657439,65.22583797,45.63473478,0.35448825,0.248014863
407,2127.171664,3362.747066,73.08677755,40.91415668,0.397210748,0.222359547
408,2131.835541,2550.946468,52.01441796,44.6374614,0.282687054,0.242594899
409,2147.310822,2702.299654,85.71006765,56.51436752,0.465815585,0.307143302
410,2139.706564,988.044187,56.97726218,52.61662016,0.309659034,0.285959892
411,2147.797012,2383.357507,75.35918915,47.49219896,0.409560811,0.258109777
412,2148.766053,1435.055952,66.52299587,52.03577061,0.361538021,0.282803101
413,2169.63206,2827.485207,86.55286977,55.81230002,0.470396031,0.303327718
414,2156.64124,2183.368892,52.64129103,43.07962055,0.286093973,0.234128373
415,2180.758708,468.9186372,85.83226725,59.24391864,0.466479713,0.321977819
416,2177.496013,747.6733652,79.65316314,50.99229656,0.432897626,0.277132047
418,2168.563101,2976.554132,45.9168645,43.56457503,0.249548177,0.236763995
419,2173.894614,926.6974734,74.70779651,52.19581143,0.406020633,0.283672888
420,2175.062916,3080.486388,51.39851923,41.57621991,0.279339778,0.225957717
421,2190.359604,1369.480189,67.91465527,44.09016769,0.369101387,0.239620477
423,2197.727245,1542.241505,82.09033368,51.67022836,0.446143118,0.280816458
424,2197.523371,165.3811718,47.22859505,42.27232061,0.256677147,0.229740873
425,2198.010749,3241.215739,73.77009544,45.39458751,0.400924432,0.246709715
426,2200.662302,1168.383184,48.07555645,38.52540383,0.261280198,0.209377195
427,2221.942094,2270.902323,79.50628507,50.90688274,0.432099375,0.276667841
428,2209.18932,2102.472492,44.11254574,39.88035494,0.239742096,0.216741059
429,2213.945079,1963.354569,64.72317647,45.0264003,0.351756394,0.244708697
430,2229.303038,295.1086314,85.3217498,56.28149891,0.463705162,0.305877711
431,2220.018995,602.6639392,80.26591309,54.66407524,0.436227789,0.297087365
432,2238.620805,3359.460403,75.0351879,51.31646577,0.407799934,0.278893836
434,2225.259484,1226.505817,55.22120817,46.90440133,0.300115262,0.254915225
435,2237.310284,2329.446809,52.78168854,41.75654829,0.286857003,0.226937762
436,2241.857143,2505.196243,53.19684077,48.53434675,0.289113265,0.263773624
437,2241.070496,1075.690339,50.38698259,48.76429368,0.273842297,0.265023335
438,2256.441386,992.6179402,65.91671894,41.1066757,0.358243038,0.223405846
439,2265.928428,3111.157658,62.78895867,40.95860783,0.341244341,0.22260113
440,2259.004172,174.1342142,43.94282657,41.77968964,0.23881971,0.227063531
441,2282.835917,2708.065461,65.99737779,46.0103921,0.358681401,0.250056479
442,2279.482213,2835.586674,67.8013109,34.16535982,0.368485385,0.185681303
443,2274.376913,1132.49366,72.28620146,40.7737437,0.392859791,0.221596433
444,2289.641296,1309.844939,68.86303458,46.78842531,0.374255623,0.25428492
445,2300.017609,1408.70403,76.85619161,49.93910851,0.417696694,0.271408198
446,2315.83967,2923.596048,87.90476548,59.12678357,0.477743291,0.321341215
447,2302.280586,2267.648635,70.49957982,36.2991626,0.38314989,0.197278058
448,2307.455343,868.8746474,77.31498516,53.00521059,0.420190137,0.288071797
449,2314.570127,2774.350995,91.106924,58.66823308,0.495146326,0.318849093
450,2316.515325,2015.798978,81.04911212,53.32984344,0.440484305,0.289836106
451,2305.665563,1522.288079,49.06591612,40.04382164,0.266662588,0.217629465
452,2317.023147,955.8882925,71.84671597,53.1950071,0.390471282,0.289103299
453,2316.178593,249.1815494,56.10268696,39.27052668,0.304905907,0.213426775
454,2320.088158,706.2403509,60.49299566,48.70784427,0.328766281,0.264716545
455,2318.697854,2152.891845,85.3739066,53.48431935,0.463988623,0.290675649
456,2335.828854,424.0331871,90.53179885,52.55482109,0.492020646,0.285624028
457,2320.76441,1596.344152,49.28339577,46.48268357,0.267844542,0.25262328
459,2329.510838,2501.993556,48.69078467,45.413216,0.26462383,0.246810957
460,2348.350404,654.7587601,57.9744787,34.80035978,0.315078689,0.18913239
461,2347.640463,2607.322974,46.24340351,45.35632382,0.251322845,0.24650176
462,2356.025066,2412.952201,79.24694789,56.45934983,0.430689934,0.306844293
463,2373.746978,1373.896052,73.08578694,44.32091306,0.397205364,0.240874527
464,2382.216442,3293.476544,61.83073455,45.86579525,0.336036601,0.249270626
466,2399.811365,1963.123902,82.53973533,53.2091064,0.448585518,0.289179926
467,2397.406991,1512.930087,72.30184684,43.33396652,0.39294482,0.235510688
468,2414.816141,740.6405229,84.28638031,54.09692741,0.458078154,0.29400504
469,2407.686059,1163.582809,61.797408,41.60195718,0.335855478,0.226097593
470,2408.193903,2716.81033,73.8898712,41.96524876,0.401575387,0.228072004
471,2423.976069,2895.525526,74.65250752,54.23258111,0.40572015,0.294742289
473,2422.841392,2187.258255,53.98149935,40.16306908,0.293377714,0.218277549
475,2433.137168,1037.820059,72.83229365,47.54970224,0.395827683,0.258422295
476,2436.672399,3413.21387,86.61855092,54.10309859,0.470752994,0.294038579
477,2440.762119,242.7281856,74.01543206,51.38999978,0.402257783,0.279293477
478,2451.19086,632.8303763,83.00599563,58.04968384,0.451119541,0.315487412
480,2445.129953,435.708042,50.90710551,43.5789125,0.276669052,0.236841916
481,2459.721515,2056.088792,81.54197417,51.19468074,0.443162903,0.278231961
482,2450.35426,2808.718984,56.22223933,46.03490299,0.305555649,0.25018969
483,2471.915657,1345.199224,90.75754134,58.50567306,0.493247507,0.317965614
484,2472.993005,2467.202251,88.39740231,48.7197478,0.480420665,0.264781238
485,2456.13849,934.8783531,56.22299893,38.41376956,0.305559777,0.208770487
486,2479.631653,862.0392157,71.12663014,39.76013867,0.386557773,0.21608771
488,2505.705292,2378.872727,85.53024775,56.54620228,0.464838303,0.307316317
489,2517.116028,3023.385861,53.6379074,44.55224515,0.291510366,0.242131767
490,2516.942008,256.4554455,44.2035763,40.99066427,0.240236828,0.222775349
491,2524.731649,437.351785,64.28665404,49.6924275,0.349383989,0.270067541
492,2518.652032,2906.213452,72.25900136,38.17747841,0.392711964,0.207486296
493,2536.603171,764.3106622,84.10255758,59.96116872,0.457079117,0.325875917
494,2534.55717,1540.681617,50.93117858,40.06659755,0.276799884,0.217753248
495,2537.541732,2172.866667,52.56141572,46.57628819,0.285659868,0.253132001
496,2557.207654,1236.788193,81.20015302,53.46939818,0.441305179,0.290594555
497,2540.170951,1006.534068,72.57029722,44.82158425,0.394403789,0.243595567
498,2542.976929,1135.16943,46.38675885,38.2798705,0.25210195,0.208042774
499,2548.490846,2671.451177,71.61308837,41.50628462,0.389201567,0.225577634
500,2542.261173,2555.461592,56.6622089,32.98817223,0.307946787,0.179283545
501,2571.225958,2061.398732,83.18327903,56.31255668,0.452083038,0.306046504
502,2569.231739,577.1040462,53.01245339,46.12185719,0.28811116,0.250662267
503,2572.980624,3241.166039,86.95810684,55.61294814,0.472598407,0.302244283
505,2560.669211,2977.251908,27.45853253,21.99897812,0.149231155,0.119559664
506,2587.638584,1962.902293,58.55870131,44.06123251,0.318253811,0.23946322
507,2600.128906,880.9731445,65.47674947,40.27567318,0.355851899,0.218889528
508,2599.536611,2553.235879,61.98924419,40.80672769,0.336898066,0.221775694
509,2595.043517,937.6767318,41.46227064,35.08159537,0.225338427,0.190660844
510,2609.099885,1406.477483,80.10964907,55.86928699,0.435378528,0.303637429
511,2630.523385,1870.873846,81.01909935,51.74550644,0.440321192,0.281225578
512,2613.380345,2854.970006,46.46525743,43.1065566,0.252528573,0.234274764
514,2636.842936,3091.067901,74.73682839,50.14164854,0.406178415,0.272508959
515,2633.95259,2266.05619,65.04433432,45.6765839,0.353501817,0.248242304
516,2630.140582,2426.595222,79.0512871,47.51721889,0.42962656,0.258245755
517,2637.932738,3272.898056,52.83141604,46.07393025,0.287127261,0.250401795
518,2640.152723,333.1482313,65.91489318,35.0116495,0.358233115,0.190280704
519,2652.133979,2995.165209,85.71480319,48.3374004,0.465841322,0.262703263
520,2656.747626,2730.413297,91.56844997,52.45831327,0.497654619,0.285099529
521,2657.022739,2589.124031,51.85051394,47.74524909,0.281796271,0.259485049
522,2658.467456,1457.30823,54.20395793,44.96215372,0.294586728,0.244359531
523,2673.014563,2197.162891,70.49872333,34.38239854,0.383145235,0.186860862
525,2662.031552,1013.330328,50.85907809,39.64524184,0.276408033,0.215463271
526,2678.100612,1305.763198,73.56890517,46.52163705,0.399831006,0.252834984
527,2683.810183,1109.984276,79.34087829,44.9608098,0.431200425,0.244352227
528,2669.001706,2832.096416,44.74891297,34.19974614,0.243200614,0.185868186
529,2696.98262,2945.814171,47.03475503,41.73511405,0.255623669,0.226821272
530,2697.771116,2314.748697,64.326904,38.42837766,0.349602739,0.208849879
531,2710.24396,879.6186139,74.27168127,44.45838102,0.403650442,0.241621636
532,2702.927158,2491.56057,42.57813654,37.90646517,0.231402916,0.206013398
533,2729.905065,2104.031074,88.78119733,60.12046341,0.482506507,0.326741649
534,2737.766068,2547.299585,76.4096725,49.22513549,0.415269959,0.26752791
535,2731.840296,1387.365535,68.44267172,43.34647891,0.371971042,0.23557869
537,2721.456452,3175.189113,84.45538756,37.88254347,0.458996672,0.205883388
538,2749.475618,1895.987279,47.82416654,37.93818368,0.259913949,0.206185781
539,2752.382716,1118.640604,41.54377649,23.2030027,0.225781394,0.126103276
541,2769.580739,2418.715467,67.93893795,39.03788974,0.369233358,0.212162444
542,2785.584289,1476.18259,72.71017461,42.23815768,0.395163992,0.229555205
543,2786.369212,2622.77597,53.3216939,39.17259292,0.289791815,0.212894527
544,2796.061125,966.4193088,82.78311508,54.91065798,0.449908234,0.298427489
545,2791.520112,2711.41676,51.52115625,45.34775885,0.280006284,0.246455211
546,2791.154215,710.5017978,71.02134452,45.90568406,0.385985568,0.249487413
547,2805.485764,2878.694444,69.32119005,53.21035808,0.376745598,0.289186729
549,2804.934507,2989.004225,43.65415085,42.41631586,0.23725082,0.230523456
550,2806.773286,1995.134446,46.65577966,32.56345391,0.25356402,0.176975293
551,2828.360415,451.0331317,83.20834847,54.18667603,0.452219285,0.294492805
552,2825.869123,2348.33291,50.42240822,40.10816813,0.274034827,0.217979175
553,2842.169487,877.4006309,88.10968807,51.63243462,0.478857,0.280611058
554,2839.643411,614.2527806,74.33530907,51.54322576,0.403996245,0.280126227
555,2851.275015,1367.898757,84.05024295,51.78482995,0.456794799,0.281439293
556,2852.542177,2197.120404,48.579642,37.71550399,0.264019793,0.204975565
558,2866.439394,3084.255183,73.17161692,44.18444484,0.397671831,0.240132852
559,2865.482852,2458.584649,60.01413844,39.40031124,0.326163796,0.214132126
560,2871.891512,2612.152521,48.07951579,41.75120581,0.261301716,0.226908727
561,2887.648074,1850.241036,57.41008518,35.05135112,0.312011332,0.190496473
563,2898.421833,2151.414987,80.99520782,43.08053074,0.440191347,0.234133319
564,2892.684053,1137.021388,72.38879302,47.28114255,0.393417353,0.256962731
565,2906.55571,954.4433657,69.91735963,40.08449221,0.37998565,0.217850501
566,2916.506088,2270.574907,64.11206514,38.16807197,0.348435137,0.207435174
567,2919.68055,2956.548304,71.83291457,42.1816005,0.390396275,0.229247829
568,2919.996142,2827.773887,82.91223626,52.54576056,0.45060998,0.285574786
569,2918.495364,566.8507726,77.0473241,38.38976942,0.418735457,0.208640051
570,2939.744259,2411.121917,89.30763496,51.29550424,0.485367581,0.278779914
571,2946.83389,2670.086255,89.37610241,51.97362019,0.485739687,0.282465327
572,2952.423918,884.8202062,65.51770792,47.71125116,0.3560745,0.259300278
573,2959.729874,1391.729874,47.7619014,40.60920061,0.259575551,0.220702177
574,2963.740686,2484.551913,53.14583355,48.35397879,0.288836052,0.262793363
575,2961.233387,1039.883306,42.7741647,36.97219557,0.232468286,0.200935846
576,2991.491098,1857.570529,83.88727471,56.54711918,0.455909102,0.3073213
577,2988.378677,2038.030425,89.39266516,57.68982637,0.485829702,0.313531665
578,3004.284057,2886.515256,74.94593613,52.2907711,0.40731487,0.284188973
579,3018.552255,2324.115145,75.93654025,47.26878456,0.412698588,0.256895568
580,3004.03201,1216.887358,63.27959959,49.90909231,0.343910867,0.271245067
581,3010.129458,3061.966314,51.03744576,39.12396945,0.277377423,0.212630269
582,3013.463835,2774.775862,69.09326029,44.31673962,0.375506849,0.240851846
583,3031.023674,2170.859433,89.0836462,59.12285405,0.484150251,0.321319859
584,3028.298716,2561.057176,51.07526325,42.94828846,0.277582952,0.233414611
585,3045.018192,846.3898685,84.23641432,54.99560317,0.4578066,0.298889148
586,3052.207626,688.412231,66.79079027,51.0239871,0.362993425,0.277304278
587,3044.696203,1948.720728,42.54565801,38.40060606,0.231226402,0.208698946
588,3073.544959,2374.046322,46.15143024,30.8705462,0.25082299,0.167774708
589,3076.603598,953.952032,47.53995677,40.74524266,0.25836933,0.221441536
590,3081.180212,2777.471535,77.02530006,42.23980016,0.418615761,0.229564131
591,3100.268035,2004.895308,85.1268652,52.26025259,0.462646007,0.284023112
592,3113.977737,2178.62763,82.58276422,51.19384979,0.448819371,0.278227445
593,3103.533141,1056.765994,59.28660438,37.80646945,0.322209806,0.205469943
594,3115.855787,2663.270209,70.58977032,49.65692101,0.383640056,0.269874571
595,3108.103099,1831.123972,56.7186637,36.18756545,0.308253607,0.196671551
596,3132.112782,1485.78474,84.85368471,54.76048974,0.46116133,0.297611357
597,3119.205198,2504.656635,72.64229986,39.44401465,0.394795108,0.214369645
598,3144.65435,2090.833957,60.34850967,46.64788549,0.327981031,0.253521117
599,3185.65149,2257.555464,85.77427304,54.71104161,0.466164527,0.297342617
600,3201.37684,1232.887531,83.25453874,55.7136902,0.452470319,0.302791795
601,3214.038604,1862.381336,82.74744263,47.16346818,0.449714362,0.256323197
602,3207.568462,2645.765927,75.02011183,49.66268341,0.407717999,0.269905888
603,3215.656788,1174.156187,72.84656304,44.5926853,0.395905234,0.242351551
604,3216.395558,1307.297719,47.35072031,44.94314183,0.257340871,0.244256206
605,3219.970355,1069.360508,67.68254585,36.37659288,0.367839923,0.197698874
606,3221.561443,949.5970614,76.53252079,38.19614666,0.415937613,0.207587754
607,3246.155676,2361.433039,51.92433317,37.46118889,0.282197463,0.203593418
608,3263.978292,1997.629233,85.15864203,52.38962264,0.462818707,0.28472621
609,3294.418228,2127.758376,84.85291341,53.62683033,0.461157138,0.291450165
610,3293.681122,2221.057823,43.91016469,34.21817765,0.238642199,0.185968357
612,3321.281435,2506.619235,72.29311692,45.99968866,0.392897375,0.249998308
613,3334.148276,1376.951724,64.19867394,30.11576987,0.348905837,0.163672662
614,3337.670867,1851.322461,47.21402466,36.55190609,0.25659796,0.198651664
615,3379.473647,2311.262108,47.42563594,38.12575738,0.257748021,0.207205203
616,3396.089062,2189.328416,85.70247533,54.27416931,0.465774322,0.294968311
617,3397.346957,1189.093043,68.76405504,43.3638885,0.37371769,0.235673307
