No,Centroid_1,Centroid_2,MajorAxisLength,MinorAxisLength,MajorAxisLength_inches,MinorAxisLength_inches
110,876.2690027,754.1929919,58.66186928,41.31352636,0.318814507,0.224530035
111,887.5352174,1750.765217,83.14070528,36.13833541,0.451851659,0.196403997
112,880.4296264,2570.311034,61.53176452,48.76423018,0.334411764,0.26502299
113,892.1523404,2375.982128,43.76818739,34.90891867,0.237870584,0.189722384
115,921.8077942,2796.640938,74.62136882,46.18274655,0.405550917,0.250993188
116,911.0908222,889.6955067,54.87075284,50.15421048,0.298210613,0.272577231
117,909.3392517,2238.355739,46.57824143,43.19318035,0.253142616,0.234745545
118,915.6695536,1617.608261,47.40330185,42.12103174,0.25762664,0.228918651
119,924.3995363,440.3496909,73.33068744,46.14994413,0.398536345,0.250814914
120,929.3389597,807.1060971,75.99516826,49.24047955,0.413017219,0.267611302
121,944.7111626,2150.582312,79.6203323,49.38621962,0.432719197,0.268403368
122,953.1384824,2965.753659,86.96787004,54.76805127,0.472651468,0.297652453
123,956.8156971,1491.606068,90.13445668,57.14492414,0.489861178,0.31057024
124,948.8334418,2709.033182,48.80179851,40.77133887,0.265227166,0.221583363
125,941.5833333,3206.03481,64.18929383,38.17272326,0.348854858,0.207460452
126,948.3955801,1003.764641,52.39293697,44.2849436,0.284744223,0.240679041
127,955.7755789,672.4092632,67.05156298,45.58836128,0.364410668,0.247762833
128,968.1897919,2404.16997,61.71920082,43.45152863,0.335430439,0.236149612
129,971.8786725,1677.92111,54.92615263,43.34596413,0.298511699,0.235575892
130,989.3624398,3326.749278,80.43591162,50.11255474,0.437151694,0.272350841
131,993.8658346,327.8315133,66.58061385,39.35292904,0.361851162,0.213874614
132,999.0776515,2589.6625,67.72748332,50.67665707,0.368084148,0.275416615
133,1000.000565,3419.950254,58.30287225,39.65169447,0.316863436,0.21549834
134,1003.514693,506.9394479,69.0075687,42.99335089,0.375041134,0.233659516
135,1017.15425,1115.959601,64.99304765,37.82133307,0.353223085,0.205550723
136,1023.381447,3065.550943,76.56741079,53.40198023,0.416127233,0.290228153
137,1035.473532,2519.874547,43.67039993,40.40209825,0.23733913,0.219576621
138,1037.679935,2716.575791,60.30480268,40.03199847,0.327743493,0.217565209
139,1049.13172,1320.637097,48.95840899,39.2143427,0.26607831,0.213121428
141,1074.003974,2918.788624,86.80848935,60.10727501,0.471785268,0.326669973
142,1058.62429,2082.924421,63.27054969,46.3888543,0.343861683,0.252113339
144,1060.254036,741.115548,44.16188622,34.39677469,0.240010251,0.186938993
145,1065.316973,3164.09407,59.26972771,33.15404543,0.322118085,0.18018503
146,1061.410742,1217.493095,67.41233003,37.34975462,0.366371359,0.202987797
147,1083.323699,2380.463584,77.00977854,44.18172045,0.418531405,0.240118046
148,1086.241379,614.4014474,66.50582073,45.24782214,0.361444678,0.245912077
149,1092.166786,1518.337527,76.214348,47.28337248,0.414208413,0.25697485
150,1081.412104,1688.946686,50.00543754,35.44456101,0.271768682,0.192633484
151,1097.305832,232.2336933,66.7727746,44.53464247,0.362895514,0.2420361
153,1090.497541,825.5516316,58.42426715,49.74621829,0.317523191,0.270359882
154,1090.487036,2809.471276,52.5431604,48.12672081,0.285560654,0.261558265
155,1098.039385,3283.056615,49.33105431,45.39336564,0.268103556,0.246703074
156,1113.702245,2235.359597,64.57083725,44.58647566,0.350928463,0.242317803
157,1112.301276,2669.034675,76.74312173,52.25745728,0.417082183,0.28400792
159,1141.3646,2538.464938,91.18902007,62.88959514,0.4955925,0.341791278
161,1143.192883,366.3002392,78.86439682,54.31405789,0.428610852,0.295185097
162,1124.264037,3406.259358,56.60927024,34.13850702,0.307659077,0.185535364
163,1144.220536,1355.214972,57.99757786,43.88696101,0.315204228,0.238516092
164,1151.021248,2858.257233,71.45410613,39.76474752,0.388337533,0.216112758
165,1155.254925,2114.421398,78.57332141,42.65806146,0.427028921,0.231837291
166,1173.990796,606.3509501,86.9715553,50.19498318,0.472671496,0.272798822
167,1166.822176,926.5109833,65.71028125,37.51551633,0.357121094,0.203888676
168,1172.275781,1435.435194,73.42294382,37.37373931,0.399037738,0.203118148
169,1161.874317,505.6057767,43.6613177,37.75729796,0.23728977,0.205202706
170,1159.308345,3009.338048,52.50288343,36.44503955,0.285341758,0.198070867
171,1165.925525,2010.510503,49.00976616,41.59573571,0.266357425,0.226063781
172,1174.854107,3092.554075,78.88276877,51.60427854,0.4287107,0.280458036
173,1188.543988,2596.222287,83.66088567,52.35875437,0.454678726,0.284558448
174,1192.882262,2443.115884,86.19172414,48.69506421,0.468433283,0.264647088
175,1196.94461,1677.778713,87.65855911,53.96009805,0.476405213,0.293261402
176,1191.002269,1227.998235,88.41972845,58.13224096,0.480542002,0.315936092
177,1192.545175,2356.309773,84.82274307,49.75349752,0.460993169,0.270399443
178,1188.395706,461.6368098,50.4717232,41.35978051,0.274302843,0.224781416
179,1182.938538,1560.718439,48.61944551,33.05405225,0.264236117,0.179641588
180,1191.133391,737.2174101,73.3404281,40.67732127,0.398589283,0.221072398
181,1207.848362,3276.410777,87.79845895,54.7744215,0.477165538,0.297687073
182,1219.120411,2678.669063,89.16811441,57.31190561,0.484609317,0.311477748
184,1206.663018,1033.081797,52.5166368,42.60253494,0.285416504,0.231535516
185,1224.704277,1353.283894,88.01023799,48.45738615,0.478316511,0.26335536
186,1223.011888,2810.504895,74.94826037,49.32513702,0.407327502,0.268071397
187,1213.640904,805.2104637,60.13783013,36.32803522,0.326836033,0.197434974
188,1224.122517,3006.178256,60.54306617,38.81973458,0.329038403,0.210976818
189,1241.179967,316.7198664,78.31349763,49.28288216,0.425616835,0.267841751
190,1238.112312,2171.212613,51.96552584,41.95695843,0.282421336,0.228026948
191,1243.826772,540.8425197,49.13321035,31.20413642,0.267028317,0.169587698
192,1243.555238,2868.335238,42.13955561,31.80109946,0.229019324,0.172832062
193,1265.544991,1095.045291,84.13157919,51.39329415,0.457236843,0.279311381
194,1258.829338,2255.564238,56.93418081,48.14289354,0.309424896,0.261646161
195,1264.246195,2331.363336,48.58120681,40.68150812,0.264028298,0.221095153
196,1272.627558,2507.594361,68.20335462,41.76470645,0.370670406,0.2269821
197,1288.354266,403.557871,87.16589973,52.36564931,0.473727716,0.28459592
198,1280.957166,1230.167628,65.11387148,48.5042752,0.353879736,0.263610191
199,1279.361677,3105.187696,63.51746887,51.47734792,0.345203635,0.279768195
200,1286.731574,912.5289657,84.2979451,50.70627519,0.458141006,0.275577583
201,1288.145517,2595.076923,61.27357286,42.75947106,0.333008548,0.23238843
202,1304.819626,164.4842429,90.91629617,55.55750357,0.494110305,0.301942954
203,1306.666907,1476.907581,92.06052478,58.49382814,0.500328939,0.31790124
204,1283.583275,2054.429965,44.06490799,41.87840539,0.239483196,0.227600029
205,1284.419256,3215.650535,62.32022609,41.05410619,0.338696881,0.223120142
206,1298.198791,3469.553753,81.90034725,50.03709205,0.445110583,0.271940718
207,1305.074034,2706.406284,73.61315684,49.42716516,0.400071505,0.268625898
208,1311.357359,2402.141633,51.48920857,49.26658179,0.279832655,0.267753162
209,1316.075318,733.5486005,55.33943523,46.06599459,0.3007578,0.250358666
210,1334.425999,316.6890646,64.95672634,45.18647446,0.353025687,0.245578666
211,1343.150972,1180.711211,83.47152116,51.5621626,0.453649572,0.280229145
212,1348.646741,2855.434677,86.05148477,55.43227331,0.467671113,0.301262355
213,1331.208071,2764.669609,50.37760274,42.01734157,0.273791319,0.228355117
214,1339.461261,2143.712302,80.85541777,57.24054105,0.439431618,0.311089897
215,1351.388067,1653.441815,66.08115068,40.60918354,0.359136688,0.220702084
216,1355.147629,2952.379041,88.66483067,54.09508491,0.48187408,0.293995027
218,1346.826152,1275.230962,67.937051,38.14153227,0.369223103,0.207290936
219,1327.688017,3048.239669,31.82369251,19.65079143,0.172954851,0.10679778
220,1352.258667,2539.67714,85.87266788,55.73763799,0.466699282,0.302921946
222,1353.840386,3156.564959,70.33949863,49.80024001,0.382279884,0.270653478
223,1360.878664,1374.587948,52.29498779,30.02275319,0.28421189,0.163167137
224,1380.269231,483.9731781,66.05506194,38.92520461,0.358994902,0.211550025
225,1364.13056,3355.879484,44.32298735,40.23245109,0.240885801,0.218654626
226,1383.26816,206.5704852,86.13574215,52.60136084,0.468129033,0.285876961
227,1377.819207,2257.935459,72.17802254,46.03338593,0.392271862,0.250181445
228,1373.451865,602.3584851,84.88603687,52.80996067,0.461337157,0.287010656
230,1393.632455,794.190846,81.06522631,57.17415638,0.440571882,0.310729111
231,1405.85036,2720.643638,90.1867278,53.92580136,0.49014526,0.293075007
232,1397.704744,961.5895901,63.65071573,44.2071848,0.345927803,0.240256439
233,1393.613359,1530.92036,50.14029626,40.50553293,0.27250161,0.220138766
234,1408.117335,2589.563163,91.08278646,61.55784303,0.495015144,0.334553495
235,1408.345287,3259.845977,59.8905426,46.61641853,0.325492079,0.253350101
236,1418.723388,2418.504769,68.82407612,49.10250154,0.374043892,0.266861421
237,1432.744235,3022.651992,77.62580377,55.78196426,0.421879368,0.303162849
238,1445.012225,897.1503667,64.50629352,49.8214107,0.350577682,0.270768536
239,1438.527568,3136.698919,56.27635967,42.68451575,0.305849781,0.231981064
240,1470.565601,2087.169239,90.7389962,52.09241128,0.493146718,0.283110931
242,1476.385535,2774.990085,83.2946989,53.79233323,0.452688581,0.292349637
244,1473.316787,2445.256739,86.00446105,56.23922537,0.467415549,0.305647964
245,1472.28543,733.985082,60.05457421,45.19998261,0.326383555,0.245652079
246,1477.833392,1560.297288,76.77855754,47.40132763,0.417274769,0.257615911
247,1483.193412,2655.022118,69.07494582,39.61613077,0.375407314,0.215305059
248,1472.467883,1660.132435,60.3927575,28.46790148,0.328221508,0.154716856
249,1482.47011,324.5918623,79.67694875,52.22898093,0.433026895,0.283853157
251,1507.495264,485.7821626,73.23647649,44.80192745,0.398024329,0.243488736
252,1497.464789,1005.17755,65.51858726,46.74759526,0.356079279,0.254063018
253,1500.981205,411.7258154,57.77740184,40.64950226,0.314007619,0.220921208
254,1503.71537,3489.71031,50.56772603,40.43530338,0.274824598,0.219757084
255,1505.44597,2143.765373,48.44898197,44.13130437,0.263309685,0.239844046
256,1502.963326,2866.797521,65.66493971,38.08013406,0.356874672,0.20695725
257,1516.589856,114.163738,70.24771895,46.61451304,0.381781081,0.253339745
258,1525.484941,1386.627237,62.33499742,47.82223319,0.33877716,0.259903441
259,1518.469367,242.4867257,78.7551721,47.9510694,0.42801724,0.260603638
260,1530.866625,3116.493679,48.90329692,42.9829814,0.265778788,0.23360316
261,1541.896082,912.0027257,77.63344578,49.44973998,0.421920901,0.268748587
262,1545.045644,2303.519988,86.42096496,49.89282865,0.469679157,0.271156677
263,1546.083447,2233.332079,72.84851049,51.67977516,0.395915818,0.280868343
265,1550.48576,2491.94624,76.44221024,54.08431264,0.415446795,0.293936482
266,1553.650562,3206.431444,89.45344994,55.16341354,0.486160054,0.299801161
268,1556.037209,1104.058721,51.46916412,43.6874531,0.279723718,0.23743181
269,1554.898356,2934.564275,44.41011347,38.52094471,0.241359312,0.20935296
270,1566.057847,410.7434135,55.52237493,41.03403959,0.301752038,0.223011085
271,1566.803599,599.580781,73.91020512,45.20206479,0.401685897,0.245663396
272,1576.063179,3356.998302,74.36932593,51.89492547,0.404181119,0.282037638
273,1582.158701,2721.191688,88.15826706,56.58189686,0.479121017,0.307510309
274,1572.97859,1566.332115,62.72746193,40.43807431,0.340910119,0.219772143
275,1582.560128,1260.40139,60.44637523,39.81660953,0.328512909,0.216394617
276,1591.498029,2621.112863,71.77277902,50.92479962,0.390069451,0.276765215
277,1584.184932,1664.927771,47.50576871,43.25132993,0.258183526,0.235061576
278,1606.782877,245.1733908,80.75807942,51.64208452,0.438902606,0.280663503
279,1588.400641,2107.346688,53.14371084,45.2608584,0.288824515,0.245982926
280,1591.211421,2412.021074,47.28919828,39.86705944,0.257006512,0.216668801
281,1594.950437,2836.678571,44.6484486,39.19351655,0.242654612,0.213008242
282,1613.523384,3059.230399,77.84771465,48.696474,0.423085406,0.26465475
283,1610.772853,1435.545152,50.07241523,45.94690395,0.272132691,0.249711434
284,1613.124373,336.1095929,88.11793578,52.99931765,0.478901825,0.28803977
286,1622.958766,566.5285467,82.91713262,53.95434222,0.45063659,0.293230121
287,1642.454432,1350.275062,70.89615279,44.42533937,0.385305178,0.241442062
288,1652.821217,2490.929197,90.29311335,60.32083476,0.490723442,0.327830624
289,1657.694524,3535.060991,86.82758517,57.27754623,0.47188905,0.311291012
290,1644.018939,87.7969697,45.04812933,37.66552367,0.24482679,0.204703933
291,1656.790313,186.7026364,65.07047569,34.65397243,0.35364389,0.188336807
292,1659.539167,1531.09625,61.93128153,50.3907756,0.336583052,0.273862911
293,1664.460476,3157.23381,58.50256849,45.99910254,0.317948742,0.249995123
294,1679.935154,2367.376402,72.0255669,37.31146106,0.391443298,0.20277968
295,1679.626785,2187.141802,69.91263779,37.60852861,0.379959988,0.204394177
296,1677.838458,2254.332725,88.78305091,56.21605358,0.482516581,0.30552203
297,1682.389003,407.5810997,80.49620021,46.35774841,0.437479349,0.251944285
298,1678.997973,2004.768243,44.95348624,42.05372304,0.244312425,0.228552843
299,1677.290745,2934.266994,47.04623332,33.55831444,0.255686051,0.182382144
300,1697.102605,817.0781628,80.52372721,59.31732214,0.437628952,0.322376751
301,1693.159461,2806.322482,93.29245533,54.72932333,0.507024214,0.297441975
302,1708.368342,728.603783,65.81715012,39.25894155,0.357701903,0.213363813
303,1702.518929,2584.196214,56.77196769,48.96385945,0.308543303,0.266107932
304,1703.935904,1144.447074,86.62986457,56.13620709,0.470814481,0.305088082
305,1700.473803,3268.291831,50.53659509,45.61142947,0.274655408,0.247888204
306,1700.646521,2120.616557,67.35424457,37.94208672,0.366055677,0.206206993
307,1706.880193,3012.924142,50.73450189,41.93330672,0.275730989,0.227898406
309,1710.736865,2660.520088,70.03963127,41.69766878,0.38065017,0.226617765
310,1718.813228,3385.140661,58.67335745,47.13413672,0.318876943,0.256163787
311,1730.346437,63.8836689,82.49286979,48.93310668,0.448330814,0.265940797
312,1740.345279,1625.814584,77.75259144,53.85174169,0.422568432,0.292672509
313,1731.059462,3104.174767,53.8352777,46.33719417,0.292583031,0.251832577
314,1739.504348,2476.003557,72.06575787,46.23344076,0.391661728,0.2512687
315,1740.241244,483.7744982,67.82358872,47.99794577,0.36860646,0.260858401
316,1759.324255,2786.417372,71.68321071,49.02285658,0.389582667,0.266428568
317,1756.022284,1395.253084,71.37150963,45.17211377,0.387888639,0.245500618
318,1775.796289,305.9064554,70.9037542,47.68896491,0.38534649,0.259179157
319,1763.938619,2587.703964,46.46723781,43.13785669,0.252539336,0.234444873
320,1773.195838,2404.366021,81.54628601,55.79573496,0.443186337,0.30323769
321,1781.007621,216.042337,80.92132298,56.30787135,0.439789799,0.30602104
322,1771.978495,1512.52575,57.9718868,39.21176672,0.315064602,0.213107428
323,1772.878746,560.6007377,55.56663854,50.33194503,0.301992601,0.27354318
324,1772.065416,2065.053619,66.14598385,36.54864767,0.359489043,0.198633955
326,1787.437406,2284.700551,86.52216831,59.47654342,0.470229176,0.323242084
327,1785.219535,1147.374884,69.76688155,39.75471725,0.379167835,0.216058246
328,1792.909726,1271.446384,55.41771947,46.617166,0.301183258,0.253354163
329,1804.606422,1997.334024,66.48659192,37.9797617,0.361340173,0.206411748
330,1827.736802,1074.174828,72.02870003,47.38708133,0.391460326,0.257538486
331,1816.631829,2153.647031,55.79741586,48.18577846,0.303246825,0.261879231
332,1814.904922,464.3614295,47.46556871,41.1258852,0.257965047,0.223510246
333,1825.224555,1344.22752,89.63746256,58.40060989,0.487160123,0.317394619
335,1829.192447,931.4989107,43.20080929,40.67669465,0.234787007,0.221068993
336,1829.766951,2860.254646,58.818958,44.16715702,0.31966825,0.240038897
337,1837.31354,654.3562753,63.41797374,45.30414888,0.344662901,0.2462182
338,1839.305055,3496.063335,50.16978524,45.04069283,0.272661876,0.244786374
339,1846.816966,1454.293964,81.46962666,48.46643924,0.44276971,0.263404561
340,1861.6127,1196.125511,70.63172085,49.74064636,0.383868048,0.2703296
341,1858.737697,514.021978,63.11146839,42.95524767,0.342997111,0.233452433
342,1858.66799,3364.667494,65.78657643,39.76350466,0.357535741,0.216106004
343,1878.427436,266.7753901,81.04402562,54.0220164,0.440456661,0.293597915
344,1880.938523,1596.393654,82.7477452,63.05406399,0.449716007,0.34268513
345,1866.69085,3198.469281,48.95960524,40.70947236,0.266084811,0.221247132
346,1878.839596,715.9527273,74.60944579,43.43747556,0.405486118,0.236073237
347,1885.887441,861.2453563,85.09806076,54.75405523,0.462489461,0.297576387
348,1873.505921,2408.948026,48.56392967,40.62264392,0.2639344,0.220775239
349,1888.086212,133.6078374,82.05049626,54.086395,0.44592661,0.293947799
350,1879.352709,2975.602709,51.48632129,44.59190682,0.279816964,0.24234732
351,1883.651552,379.8930508,67.77241424,39.27927288,0.368328338,0.213474309
352,1888.684025,3102.718888,71.0886041,41.14210005,0.386351109,0.22359837
353,1893.952768,554.1086846,63.20415845,40.46973234,0.343500861,0.219944197
354,1901.010892,2709.750519,66.32036285,37.52366284,0.360436755,0.20393295
355,1922.529163,77.42011834,83.70766767,54.55396629,0.454932976,0.296488947
356,1911.75393,1150.031978,60.56931406,39.12901478,0.329181055,0.212657689
357,1934.443931,2050.148087,85.20088901,45.96370735,0.46304831,0.249802757
358,1923.814095,2316.389012,58.04342939,40.45065362,0.315453421,0.219840509
359,1929.753703,2405.80362,52.21974004,44.87814973,0.283802935,0.243902988
360,1936.47232,1036.733804,65.82125887,33.77189237,0.357724233,0.183542893
361,1946.768583,226.5002338,66.63435043,43.83665796,0.362143209,0.238242706
362,1949.599106,1476.03378,68.08249665,38.96436433,0.370013569,0.21176285
363,1954.29515,2544.752425,60.72848281,46.25887466,0.330046102,0.251406927
364,1969.915868,689.4980825,90.2828231,59.74344729,0.490667517,0.324692648
365,1963.474099,2830.100447,86.60480062,56.63582392,0.470678264,0.307803391
366,1957.463243,905.1238671,56.98653391,45.27002983,0.309709423,0.246032771
367,1954.313478,3240.756689,56.17566705,45.22336063,0.305302538,0.245779134
368,1956.626689,2213.606419,64.10044885,36.01664837,0.348372005,0.195742654
369,1969.093894,1330.550886,50.30552019,38.89861327,0.273399566,0.211405507
370,1971.736134,494.7823529,41.71697103,36.71793454,0.226722669,0.199553992
371,1985.182068,1252.230863,77.36372556,55.21650209,0.42045503,0.300089685
372,1988.639981,2697.053212,54.92547799,48.67147982,0.298508033,0.264518912
373,2005.522734,545.0482914,86.194179,53.11021995,0.468446625,0.2886425
374,1988.033445,2968.005351,46.9593686,40.70347695,0.25521396,0.221214549
375,1999.556949,3139.745559,61.47792511,41.98974573,0.334119158,0.22820514
376,2015.218377,1613.510873,83.82253225,50.40935957,0.45555724,0.273963911
377,2002.46818,3568.090788,70.85840888,40.9069263,0.385100048,0.222320252
378,2016.018488,353.3566146,69.93693656,45.04797274,0.380092047,0.244825939
379,2031.962416,1461.533248,74.13912724,54.1902053,0.402930039,0.294511985
380,2033.601019,1014.037859,73.19852525,49.17366537,0.397818072,0.267248181
381,2026.548387,2115.587814,41.8893282,34.55012527,0.227659392,0.18777242
382,2037.308463,812.7591387,61.99223499,41.65479285,0.336914321,0.226384744
384,2045.943559,2335.221939,79.52616915,50.90580224,0.432207441,0.276661969
387,2047.555614,2636.659989,53.29673349,45.69205492,0.28965616,0.248326385
388,2053.97208,255.0106174,73.94275075,44.69947384,0.401862776,0.242931923
389,2046.951684,2545.492021,72.74348289,40.30609594,0.395345016,0.219054869
390,2068.368292,2216.356639,82.25427846,51.48260805,0.447034122,0.279796783
391,2071.74228,2417.770274,85.96724907,52.47116735,0.46721331,0.285169388
392,2056.794018,3280.922502,45.18912327,41.6741843,0.245593061,0.226490132
393,2065.330689,3431.754728,50.45923203,41.99860218,0.274234957,0.228253273
394,2083.077932,3146.283523,86.9468722,59.83395094,0.472537349,0.325184516
395,2062.09175,1320.410177,42.5183845,39.01077345,0.231078177,0.212015073
396,2071.882448,1152.625872,52.87420638,45.34941469,0.287359817,0.24646421
397,2070.472803,96.96317992,41.25733404,37.99048886,0.224224642,0.206470048
